RAJ2000,DEJ2000,Jmag,Hmag,Kmag,Date
13.680314,84.780296,15.604,15.079,15.001,1999-10-19
13.788515,84.808426,16.670,16.264,16.567,1999-10-19
13.986755,84.804283,16.717,15.743,15.722,1999-10-19
14.122864,84.795731,14.723,14.297,14.168,1999-10-19
14.152495,84.792786,16.515,15.756,15.594,1999-10-19
14.244357,84.805969,16.037,15.551,15.616,1999-10-19
14.227952,84.800888,17.108,16.672,16.058,1999-10-19
14.272080,84.798607,12.822,12.492,12.411,1999-10-19
14.259776,84.802200,14.630,14.328,14.295,1999-10-19
14.348428,84.801163,13.970,13.443,13.192,1999-10-19
14.361911,84.808655,16.804,16.275,17.124,1999-10-19
14.436464,84.806648,15.556,15.086,15.307,1999-10-19
10.019038,84.826736,13.920,13.284,13.140,1999-10-19
10.080801,84.864517,14.483,13.972,13.802,1999-10-19
10.134033,84.858788,14.078,13.535,13.527,1999-10-19
10.180866,84.831841,15.472,15.239,14.814,1999-10-19
10.178205,84.856323,14.654,14.357,14.348,1999-10-19
10.295909,84.817734,13.284,12.658,12.591,1999-10-19
10.267482,84.855560,16.735,15.773,15.486,1999-10-19
10.306585,84.842995,16.509,16.432,15.975,1999-10-19
10.279292,84.818504,15.562,15.164,15.182,1999-10-19
10.362780,84.826546,16.836,15.863,15.320,1999-10-19
10.375280,84.864555,16.598,15.861,15.263,1999-10-19
10.432622,84.825485,14.947,14.488,14.343,1999-10-19
10.462272,84.846970,11.920,11.462,11.399,1999-10-19
10.492764,84.871437,15.006,14.694,14.533,1999-10-19
10.454864,84.862717,15.928,15.236,15.048,1999-10-19
10.468960,84.854111,15.019,14.657,14.634,1999-10-19
10.511733,84.829704,15.675,15.113,15.082,1999-10-19
10.574108,84.848686,14.198,13.562,13.336,1999-10-19
10.654225,84.865211,15.862,15.453,14.973,1999-10-19
10.680317,84.820786,14.994,14.377,14.355,1999-10-19
10.630498,84.834930,15.301,14.481,14.303,1999-10-19
10.656952,84.839287,11.511,11.231,11.203,1999-10-19
10.725353,84.861244,16.618,15.935,15.649,1999-10-19
10.727062,84.814384,13.928,13.550,13.473,1999-10-19
10.744091,84.812859,16.364,15.855,15.600,1999-10-19
10.753856,84.848442,15.038,14.449,14.289,1999-10-19
10.830697,84.862892,13.374,12.922,12.890,1999-10-19
10.905574,84.819023,15.368,15.141,14.964,1999-10-19
10.924232,84.835571,15.505,14.887,14.693,1999-10-19
10.946542,84.869675,16.091,15.542,15.459,1999-10-19
10.980418,84.858727,12.876,12.245,12.135,1999-10-19
10.996333,84.833870,14.063,13.608,13.537,1999-10-19
10.986207,84.856476,15.278,14.909,14.755,1999-10-19
11.048272,84.871140,15.746,15.024,14.846,1999-10-19
11.072151,84.872383,16.023,15.383,14.984,1999-10-19
11.112190,84.857635,15.698,15.076,14.652,1999-10-19
11.099381,84.827713,16.085,15.641,15.214,1999-10-19
11.132356,84.859726,14.398,14.124,13.963,1999-10-19
11.195276,84.819862,14.018,13.626,13.479,1999-10-19
11.203536,84.844765,16.717,15.595,15.582,1999-10-19
11.218247,84.870331,15.445,14.620,14.270,1999-10-19
11.264088,84.844398,13.318,12.874,12.770,1999-10-19
11.311299,84.832649,12.961,12.496,12.421,1999-10-19
11.343721,84.872139,15.593,15.200,14.886,1999-10-19
11.360413,84.849510,16.391,15.693,15.436,1999-10-19
11.365343,84.816643,16.332,16.079,15.732,1999-10-19
11.451203,84.852554,12.318,11.953,11.881,1999-10-19
11.468791,84.858131,15.332,14.950,14.859,1999-10-19
11.475035,84.874985,15.640,15.227,15.271,1999-10-19
11.437529,84.833130,15.423,14.718,14.660,1999-10-19
11.541422,84.837654,14.473,14.134,13.940,1999-10-19
11.527303,84.866653,16.213,15.660,15.666,1999-10-19
11.610072,84.858070,16.178,15.478,15.260,1999-10-19
11.623959,84.813583,16.543,16.817,16.134,1999-10-19
11.567629,84.855553,14.801,14.265,14.197,1999-10-19
11.634684,84.831696,12.203,11.872,11.763,1999-10-19
11.693163,84.872627,16.985,15.846,15.532,1999-10-19
11.792604,84.866325,15.517,14.654,15.086,1999-10-19
11.796591,84.867020,16.152,15.236,14.896,1999-10-19
11.781940,84.846901,10.689,10.489,10.449,1999-10-19
11.783691,84.814728,15.545,15.001,14.822,1999-10-19
11.786230,84.867821,15.752,15.172,15.084,1999-10-19
11.863718,84.818092,16.053,15.343,15.105,1999-10-19
11.862730,84.861450,16.002,15.442,15.674,1999-10-19
11.812735,84.817619,15.579,15.302,15.282,1999-10-19
11.847645,84.817314,13.910,13.497,13.365,1999-10-19
11.831651,84.815804,16.544,16.169,15.612,1999-10-19
11.816636,84.826637,13.644,13.259,13.269,1999-10-19
11.877797,84.862122,15.993,15.463,15.405,1999-10-19
11.899346,84.863846,14.951,14.458,14.241,1999-10-19
12.046666,84.854286,14.046,13.807,13.679,1999-10-19
12.032646,84.865273,16.438,16.015,15.493,1999-10-19
12.092927,84.842468,16.341,15.436,15.122,1999-10-19
12.205576,84.836571,16.521,15.759,15.426,1999-10-19
12.255404,84.817101,15.730,15.438,15.213,1999-10-19
12.390182,84.872322,15.799,15.194,14.965,1999-10-19
12.396244,84.846359,16.066,15.248,15.157,1999-10-19
12.444243,84.871750,16.223,15.886,15.436,1999-10-19
12.542533,84.839493,15.983,15.701,15.304,1999-10-19
12.548769,84.866302,16.558,15.520,15.394,1999-10-19
12.748444,84.838425,14.864,14.265,13.972,1999-10-19
12.708934,84.817902,13.182,12.858,12.764,1999-10-19
12.776975,84.825485,15.807,15.164,14.878,1999-10-19
12.838842,84.843170,16.012,15.102,15.012,1999-10-19
12.849913,84.828110,15.568,14.993,14.903,1999-10-19
12.854788,84.856354,15.195,14.457,14.168,1999-10-19
12.887603,84.822388,12.431,12.199,12.140,1999-10-19
12.928994,84.826813,16.871,15.799,15.663,1999-10-19
12.975675,84.851128,15.898,15.471,15.190,1999-10-19
13.009718,84.815750,15.400,14.927,14.564,1999-10-19
13.025259,84.848709,14.297,13.633,13.447,1999-10-19
13.123814,84.830116,16.216,15.330,15.597,1999-10-19
13.145028,84.844002,15.227,14.984,14.824,1999-10-19
13.186807,84.862411,14.819,14.617,14.442,1999-10-19
13.188272,84.854950,17.185,16.070,15.868,1999-10-19
13.258723,84.865479,13.769,13.151,12.928,1999-10-19
13.270602,84.871284,12.731,12.294,12.135,1999-10-19
13.252952,84.863625,14.942,14.736,14.333,1999-10-19
13.283776,84.843010,11.488,10.586,10.431,1999-10-19
13.301724,84.853920,16.481,15.721,15.721,1999-10-19
13.370759,84.813057,16.681,16.114,17.063,1999-10-19
13.367506,84.865486,15.327,14.669,14.371,1999-10-19
13.491256,84.812630,16.639,15.768,15.344,1999-10-19
13.457679,84.820145,14.630,14.381,14.355,1999-10-19
13.502386,84.824501,16.000,15.541,15.157,1999-10-19
13.535422,84.818878,15.636,15.198,15.010,1999-10-19
13.624543,84.848473,12.444,12.267,12.205,1999-10-19
13.653732,84.847244,13.853,13.389,13.294,1999-10-19
13.656861,84.871605,15.707,15.114,14.823,1999-10-19
13.651783,84.823601,16.874,15.758,15.614,1999-10-19
13.635381,84.822472,15.607,15.360,15.142,1999-10-19
13.789745,84.869476,16.088,15.665,15.804,1999-10-19
13.814781,84.840912,16.530,16.107,15.768,1999-10-19
13.871372,84.838791,16.703,16.042,15.599,1999-10-19
13.932410,84.846237,15.980,15.497,15.390,1999-10-19
13.928344,84.823395,13.331,13.068,13.043,1999-10-19
13.911319,84.825813,16.854,16.269,15.855,1999-10-19
13.981307,84.826294,14.266,13.646,13.462,1999-10-19
14.034945,84.857323,16.652,15.707,16.660,1999-10-19
14.057577,84.838631,11.550,11.264,11.206,1999-10-19
14.041985,84.840218,12.292,11.958,11.873,1999-10-19
14.080643,84.829575,15.894,15.214,15.321,1999-10-19
14.162432,84.857559,16.051,15.536,15.586,1999-10-19
14.132731,84.838722,16.962,15.994,15.731,1999-10-19
14.191907,84.870636,16.612,16.042,15.659,1999-10-19
14.223262,84.849403,17.020,15.933,15.698,1999-10-19
14.284292,84.868774,14.610,14.219,14.116,1999-10-19
14.277533,84.828110,14.995,14.743,14.679,1999-10-19
14.260418,84.871262,16.430,16.162,15.666,1999-10-19
14.305941,84.856789,15.483,14.740,14.465,1999-10-19
14.403462,84.851166,16.201,15.797,15.854,1999-10-19
14.463674,84.813560,15.373,15.112,14.959,1999-10-19
14.469272,84.828300,16.070,15.661,15.409,1999-10-19
14.459693,84.830589,16.107,15.568,15.696,1999-10-19
14.501987,84.863129,17.020,15.866,15.671,1999-10-19
14.506773,84.831245,16.764,16.216,15.862,1999-10-19
14.538389,84.820229,13.629,13.022,12.904,1999-10-19
14.589979,84.816376,16.654,15.577,15.698,1999-10-19
14.575494,84.832291,15.902,15.762,15.228,1999-10-19
14.674243,84.849991,16.563,16.016,15.794,1999-10-19
14.629285,84.829170,13.320,13.037,13.005,1999-10-19
14.631452,84.848877,16.475,15.921,15.615,1999-10-19
14.654701,84.820480,13.622,12.911,12.723,1999-10-19
14.720111,84.870430,14.970,14.464,14.366,1999-10-19
14.824601,84.860718,11.300,10.774,10.667,1999-10-19
14.838974,84.867996,14.120,13.888,13.714,1999-10-19
14.852789,84.841728,15.942,15.206,14.904,1999-10-19
14.884345,84.861191,13.678,13.348,13.328,1999-10-19
14.906137,84.839279,13.238,12.839,12.793,1999-10-19
14.943324,84.851494,17.816,16.628,15.307,1999-10-19
14.954644,84.864174,16.436,15.757,15.755,1999-10-19
14.962098,84.844238,8.335,7.759,7.602,1999-10-19
10.025111,84.910599,16.026,15.220,15.223,1999-10-19
10.010445,84.935577,14.282,14.002,13.851,1999-10-19
10.002053,84.905571,16.040,15.776,15.005,1999-10-19
10.069907,84.917496,13.895,13.273,13.059,1999-10-19
10.106762,84.914703,15.338,14.793,14.553,1999-10-19
10.114851,84.909683,13.479,13.113,13.065,1999-10-19
10.084019,84.896278,16.663,15.954,15.486,1999-10-19
10.177193,84.930107,13.493,13.049,12.950,1999-10-19
10.144655,84.917557,15.871,15.402,15.155,1999-10-19
10.226931,84.876427,16.714,16.345,15.318,1999-10-19
10.210126,84.896454,15.913,15.420,15.106,1999-10-19
10.266483,84.924377,15.008,14.817,14.750,1999-10-19
10.369295,84.904305,15.827,15.275,14.996,1999-10-19
10.348891,84.930054,13.508,13.096,12.964,1999-10-19
10.361635,84.918091,16.687,15.727,15.268,1999-10-19
10.428288,84.936478,16.697,16.015,15.668,1999-10-19
10.411896,84.902367,14.152,13.690,13.633,1999-10-19
10.458913,84.877563,14.947,14.515,14.130,1999-10-19
10.466022,84.886688,16.674,16.139,15.514,1999-10-19
10.521216,84.885391,15.524,15.054,14.750,1999-10-19
10.549780,84.906670,11.002,10.745,10.650,1999-10-19
10.601440,84.916000,15.602,15.054,15.282,1999-10-19
10.636220,84.907166,15.204,14.533,14.602,1999-10-19
10.727667,84.916779,13.350,13.040,12.987,1999-10-19
10.747077,84.893036,14.477,14.005,13.857,1999-10-19
10.693642,84.909729,16.378,15.586,15.196,1999-10-19
10.704625,84.913559,14.156,13.677,13.567,1999-10-19
10.778505,84.880341,16.264,15.669,15.473,1999-10-19
10.817376,84.902611,16.039,15.343,15.325,1999-10-19
10.854214,84.920715,16.078,15.563,15.831,1999-10-19
10.936841,84.883514,16.726,15.420,14.863,1999-10-19
10.887181,84.883041,14.414,13.768,13.523,1999-10-19
10.934872,84.914299,13.141,12.539,12.329,1999-10-19
10.992099,84.907066,13.873,13.273,13.124,1999-10-19
10.941144,84.925575,17.106,15.812,15.329,1999-10-19
11.042416,84.903603,15.202,14.468,14.328,1999-10-19
11.177088,84.885834,16.079,15.512,15.093,1999-10-19
11.163923,84.921158,14.079,13.398,13.276,1999-10-19
11.163480,84.915527,14.897,14.339,14.190,1999-10-19
11.171155,84.922974,16.586,16.008,15.958,1999-10-19
11.149064,84.894112,16.344,16.067,15.645,1999-10-19
11.202581,84.904175,15.340,14.960,14.801,1999-10-19
11.195518,84.875908,16.647,16.082,15.597,1999-10-19
11.294311,84.917358,14.697,14.158,13.870,1999-10-19
11.288607,84.933632,14.282,13.906,13.923,1999-10-19
11.270505,84.915695,15.728,15.517,15.445,1999-10-19
11.322323,84.918060,16.375,15.807,15.056,1999-10-19
11.484478,84.890678,15.429,15.068,14.866,1999-10-19
11.498829,84.892151,16.493,16.089,15.164,1999-10-19
11.451734,84.879807,15.245,14.470,14.019,1999-10-19
11.616874,84.882668,16.513,16.346,15.794,1999-10-19
11.569498,84.932083,15.702,14.960,14.810,1999-10-19
11.594964,84.904160,15.061,14.542,14.505,1999-10-19
11.563280,84.936813,16.473,16.844,16.248,1999-10-19
11.670598,84.905800,15.003,14.434,14.169,1999-10-19
11.664156,84.929558,14.884,14.496,14.598,1999-10-19
11.680075,84.879822,16.209,15.550,15.484,1999-10-19
11.638487,84.933823,16.304,15.655,15.693,1999-10-19
11.700795,84.934029,13.709,13.209,13.113,1999-10-19
11.801439,84.906654,16.896,16.318,15.520,1999-10-19
11.774080,84.902847,16.411,15.891,15.660,1999-10-19
11.799651,84.900490,13.365,13.008,12.973,1999-10-19
11.830633,84.888123,14.484,13.969,13.870,1999-10-19
11.910237,84.904823,14.395,13.733,13.484,1999-10-19
11.878192,84.913338,11.882,11.508,11.454,1999-10-19
12.062068,84.883965,16.326,15.811,15.653,1999-10-19
12.083386,84.879181,16.739,15.547,15.177,1999-10-19
12.118333,84.875824,15.860,15.257,14.964,1999-10-19
12.143848,84.891487,15.773,15.277,14.716,1999-10-19
12.222590,84.907822,16.886,15.763,14.959,1999-10-19
12.266058,84.903778,15.445,14.947,14.495,1999-10-19
12.262924,84.886719,14.676,14.340,14.259,1999-10-19
12.264317,84.907211,15.456,15.016,14.989,1999-10-19
12.342933,84.882668,15.031,14.731,14.582,1999-10-19
12.329301,84.906479,15.206,14.832,14.527,1999-10-19
12.431417,84.907578,12.867,12.260,12.098,1999-10-19
12.386609,84.932884,14.586,13.912,13.891,1999-10-19
12.435218,84.928101,13.702,13.161,13.090,1999-10-19
12.393159,84.894753,16.249,15.304,15.217,1999-10-19
12.508893,84.912140,16.469,15.943,16.870,1999-10-19
12.530648,84.885506,14.176,13.901,13.776,1999-10-19
12.669456,84.897209,12.441,11.930,11.873,1999-10-19
12.644849,84.878677,16.271,15.758,15.541,1999-10-19
12.718561,84.898399,16.441,15.844,15.516,1999-10-19
12.763472,84.936264,16.452,15.563,15.590,1999-10-19
12.834286,84.931778,16.635,15.927,15.492,1999-10-19
12.903989,84.911781,16.730,16.182,15.876,1999-10-19
12.915027,84.903915,16.380,15.922,15.732,1999-10-19
12.934340,84.891685,15.572,15.215,15.563,1999-10-19
12.935167,84.877357,16.619,16.275,15.814,1999-10-19
13.000959,84.883469,13.358,13.083,12.991,1999-10-19
13.269652,84.916832,14.409,14.180,14.045,1999-10-19
13.255675,84.892548,13.952,13.579,13.545,1999-10-19
13.312701,84.919708,16.148,15.839,15.554,1999-10-19
13.364387,84.911400,14.496,13.847,13.604,1999-10-19
13.376270,84.914101,13.304,12.962,12.872,1999-10-19
13.404066,84.920227,14.578,14.386,14.239,1999-10-19
13.497338,84.906914,16.095,15.588,15.822,1999-10-19
13.481326,84.887894,16.532,15.791,15.472,1999-10-19
13.521367,84.882698,16.707,16.162,15.857,1999-10-19
13.570695,84.928123,13.501,12.982,12.907,1999-10-19
13.621300,84.918709,15.530,14.776,14.757,1999-10-19
13.595316,84.927742,12.304,11.761,11.638,1999-10-19
13.604008,84.931351,13.266,12.980,12.862,1999-10-19
13.672412,84.910927,15.420,14.930,14.681,1999-10-19
13.653854,84.909721,16.625,16.000,15.695,1999-10-19
13.943740,84.911888,12.098,11.539,11.404,1999-10-19
14.023825,84.926750,16.670,16.204,15.392,1999-10-19
14.073615,84.875732,13.672,13.250,13.267,1999-10-19
14.117448,84.892220,14.914,14.328,13.997,1999-10-19
14.157186,84.896812,16.314,15.539,15.557,1999-10-19
14.131666,84.926659,14.102,13.696,13.615,1999-10-19
14.225626,84.901428,16.629,15.882,16.137,1999-10-19
14.218000,84.930786,16.236,15.571,15.247,1999-10-19
14.209118,84.907440,16.508,15.744,15.530,1999-10-19
14.207791,84.899506,13.899,13.427,13.411,1999-10-19
14.257299,84.922401,16.607,17.202,17.129,1999-10-19
14.355924,84.876152,15.230,14.620,14.690,1999-10-19
14.358010,84.935661,16.076,15.786,15.656,1999-10-19
14.382239,84.924423,15.139,14.372,14.161,1999-10-19
14.404981,84.881233,12.061,11.745,11.692,1999-10-19
14.535083,84.880020,16.440,15.896,15.687,1999-10-19
14.572006,84.886185,15.451,14.904,15.154,1999-10-19
14.613955,84.934608,16.815,16.028,15.590,1999-10-19
14.605202,84.891594,16.571,15.696,15.872,1999-10-19
14.642271,84.890518,17.168,16.075,15.659,1999-10-19
14.641018,84.880234,16.353,15.579,16.029,1999-10-19
14.673487,84.907089,13.889,13.511,13.412,1999-10-19
14.730466,84.906433,16.139,15.479,15.314,1999-10-19
14.809766,84.877876,13.810,13.272,13.126,1999-10-19
14.769551,84.895493,16.110,15.257,14.863,1999-10-19
14.837273,84.920792,14.298,13.840,13.724,1999-10-19
14.842604,84.876633,15.396,14.644,14.659,1999-10-19
14.939104,84.897415,17.612,16.993,15.278,1999-10-19
14.962828,84.875252,16.520,15.982,15.343,1999-10-19
14.975115,84.900444,16.499,16.091,15.809,1999-10-19
10.017534,84.941162,16.324,15.598,15.261,1999-10-19
10.030018,84.998207,12.541,12.320,12.248,1999-10-19
10.037997,84.981842,15.791,15.380,15.223,1999-10-19
10.051474,84.961990,14.685,14.420,14.328,1999-10-19
10.058169,84.994652,13.348,12.788,12.560,1999-10-19
10.102689,84.957832,15.696,15.145,15.006,1999-10-19
10.096504,84.999260,16.670,16.014,16.149,1999-10-19
10.110352,84.943581,16.311,15.730,15.543,1999-10-19
10.212007,84.947334,16.353,15.274,15.813,1999-10-19
10.246915,84.976685,16.675,16.317,16.026,1999-10-19
10.211083,84.984154,15.282,15.316,15.236,1999-10-19
10.251127,84.940262,15.070,14.424,14.285,1999-10-19
10.321699,84.993187,15.681,15.142,14.994,1999-10-19
10.352589,84.988609,14.819,14.174,13.948,1999-10-19
10.426184,84.987495,16.200,16.034,15.433,1999-10-19
10.402086,84.972511,15.441,15.063,14.838,1999-10-19
10.423444,84.969238,16.375,15.685,15.327,1999-10-19
10.432974,84.941994,16.298,15.951,15.270,1999-10-19
10.442313,84.955086,16.342,15.939,15.641,1999-10-19
10.496434,84.956757,14.329,13.987,13.871,1999-10-19
10.470666,84.957024,16.818,15.898,15.769,1999-10-19
10.463518,84.979630,15.616,15.180,15.095,1999-10-19
10.501688,84.986916,15.288,14.836,14.437,1999-10-19
10.600487,84.940254,12.252,11.717,11.589,1999-10-19
10.634474,84.972084,14.086,13.782,13.722,1999-10-19
10.646130,84.942963,16.409,15.799,15.764,1999-10-19
10.716917,84.967216,17.022,16.189,15.345,1999-10-19
10.803029,84.978905,16.736,16.097,15.608,1999-10-19
10.792252,84.993439,14.704,14.087,13.801,1999-10-19
10.867673,84.975830,13.245,12.864,12.773,1999-10-19
10.915731,84.976959,16.428,15.954,15.716,1999-10-19
10.899074,84.972481,14.471,13.965,13.648,1999-10-19
10.904090,84.980232,12.990,12.708,12.656,1999-10-19
10.912764,84.940033,16.856,15.796,15.490,1999-10-19
10.924566,84.983963,15.036,14.395,14.135,1999-10-19
10.974530,84.976486,13.293,13.022,12.883,1999-10-19
10.961912,84.978981,15.647,15.130,14.792,1999-10-19
11.051136,84.989304,16.290,15.810,15.549,1999-10-19
11.038206,84.981300,15.914,15.497,15.016,1999-10-19
11.077320,84.977600,14.559,14.271,14.192,1999-10-19
11.115893,84.994064,16.401,15.414,15.278,1999-10-19
11.156099,84.970215,16.627,16.176,16.432,1999-10-19
11.131995,84.967545,15.418,14.907,14.610,1999-10-19
11.270773,84.954590,16.256,15.954,15.579,1999-10-19
11.291021,84.991592,16.538,15.721,15.360,1999-10-19
11.407500,84.957520,15.656,15.226,15.036,1999-10-19
11.411998,84.955551,13.641,13.290,13.259,1999-10-19
11.425828,84.965538,16.254,15.429,15.118,1999-10-19
11.403876,84.991081,13.947,13.381,13.160,1999-10-19
11.389972,84.994965,16.619,15.573,15.320,1999-10-19
11.385491,84.971230,13.143,12.877,12.819,1999-10-19
11.437848,84.989861,15.152,14.682,14.555,1999-10-19
11.511134,84.966751,13.106,12.730,12.704,1999-10-19
11.558384,84.950531,15.046,14.485,14.229,1999-10-19
11.551482,84.977715,16.048,15.249,14.967,1999-10-19
11.568792,84.952881,15.791,15.483,15.508,1999-10-19
11.621400,84.945480,13.884,13.353,13.214,1999-10-19
11.673663,84.968552,14.867,14.516,14.399,1999-10-19
11.716457,84.991364,11.116,10.594,10.403,1999-10-19
11.696645,84.970917,16.679,15.975,15.653,1999-10-19
11.773676,84.956337,16.656,17.389,15.863,1999-10-19
11.823105,84.941719,12.975,12.472,12.373,1999-10-19
11.849212,84.996712,15.509,14.935,14.791,1999-10-19
11.874963,84.966927,16.705,15.826,16.363,1999-10-19
11.951466,84.949158,16.686,16.173,15.000,1999-10-19
11.966545,84.984108,16.377,15.916,15.570,1999-10-19
11.948270,84.947105,16.358,16.165,17.050,1999-10-19
11.994095,84.979790,11.146,10.798,10.723,1999-10-19
11.997115,84.941986,13.119,12.775,12.715,1999-10-19
12.051800,84.983376,15.870,15.305,15.163,1999-10-19
12.049805,84.972038,13.816,13.475,13.388,1999-10-19
12.073906,84.976784,16.388,15.358,15.470,1999-10-19
12.086507,84.975983,16.213,15.775,15.270,1999-10-19
12.160416,84.989616,16.522,15.644,15.133,1999-10-19
12.173455,84.991692,13.540,12.932,12.718,1999-10-19
12.237332,84.948128,16.037,15.229,15.346,1999-10-19
12.208594,84.971245,16.030,15.486,15.129,1999-10-19
12.225789,84.975426,14.356,14.174,14.164,1999-10-19
12.329943,84.982475,15.829,15.324,15.051,1999-10-19
12.312581,84.953255,16.622,16.194,15.669,1999-10-19
12.382355,84.960884,15.281,14.898,14.797,1999-10-19
12.431375,84.969688,14.955,14.675,14.742,1999-10-19
12.398555,84.964554,14.124,13.754,13.702,1999-10-19
12.469913,84.985939,16.261,15.604,15.085,1999-10-19
12.443575,84.944542,16.062,15.300,15.279,1999-10-19
12.469755,84.982552,14.481,14.207,14.008,1999-10-19
12.438133,84.990585,13.914,13.371,13.328,1999-10-19
12.437967,84.987183,14.887,14.487,14.449,1999-10-19
12.573785,84.990913,15.850,15.196,14.990,1999-10-19
12.658970,84.995224,16.178,15.732,15.524,1999-10-19
12.631838,84.994545,16.872,16.029,15.826,1999-10-19
12.647476,84.948174,12.963,12.403,12.314,1999-10-19
12.734884,84.973328,14.017,13.630,13.606,1999-10-19
12.732202,84.946472,16.518,16.119,15.621,1999-10-19
12.811714,84.956184,15.766,15.315,15.289,1999-10-19
12.770167,84.948563,16.726,15.956,15.434,1999-10-19
12.873499,84.997238,13.915,13.706,13.610,1999-10-19
12.862268,84.994789,13.414,12.939,12.838,1999-10-19
12.877829,84.974236,16.482,16.108,15.731,1999-10-19
12.937550,84.995361,16.650,15.938,15.583,1999-10-19
12.993180,84.948662,16.253,15.657,15.378,1999-10-19
13.014862,84.990952,13.520,13.183,13.203,1999-10-19
13.078752,84.939552,15.216,14.862,14.904,1999-10-19
13.079493,84.978073,15.280,14.379,14.422,1999-10-19
13.109270,84.994133,13.249,12.968,12.918,1999-10-19
13.135771,84.947746,16.693,16.152,15.203,1999-10-19
13.157907,84.990135,17.315,15.996,15.743,1999-10-19
13.237548,84.942070,16.680,16.169,17.110,1999-10-19
13.247055,84.937859,16.479,15.874,15.422,1999-10-19
13.188296,84.977638,16.494,15.897,16.122,1999-10-19
13.211040,84.974831,16.844,15.954,15.716,1999-10-19
13.221713,84.957863,14.271,13.806,13.878,1999-10-19
13.305365,84.983818,16.241,15.525,15.540,1999-10-19
13.311614,84.973694,16.018,15.709,15.617,1999-10-19
13.290819,84.985466,16.375,15.774,16.154,1999-10-19
13.252395,84.943253,16.527,15.922,17.106,1999-10-19
13.266701,84.978500,16.033,15.623,15.543,1999-10-19
13.334593,84.998116,15.100,14.751,14.662,1999-10-19
13.348227,84.991325,15.492,15.039,15.216,1999-10-19
13.392367,84.949051,15.689,15.473,15.167,1999-10-19
13.396897,84.941742,13.496,12.918,12.835,1999-10-19
13.381096,84.952248,16.929,15.868,15.658,1999-10-19
13.453817,84.937569,17.061,15.713,15.607,1999-10-19
13.446936,84.969131,16.275,15.994,15.693,1999-10-19
13.503534,84.938171,14.868,14.337,14.100,1999-10-19
13.583405,84.951378,16.713,16.062,16.322,1999-10-19
13.611175,84.946114,15.064,14.351,14.182,1999-10-19
13.623632,84.974892,13.588,13.364,13.319,1999-10-19
13.645425,84.965981,14.396,14.173,14.222,1999-10-19
13.658654,84.955559,14.964,14.622,14.498,1999-10-19
13.649962,84.977539,15.812,15.102,15.010,1999-10-19
13.678026,84.961769,15.202,14.646,14.334,1999-10-19
13.742442,84.941063,13.436,13.149,13.040,1999-10-19
13.737526,84.979897,15.964,15.534,15.159,1999-10-19
13.717989,84.966553,15.591,15.011,15.024,1999-10-19
13.799957,84.944420,14.001,13.786,13.728,1999-10-19
13.751483,84.988846,15.092,14.678,14.613,1999-10-19
13.790628,84.980339,14.889,14.121,14.020,1999-10-19
13.874099,84.962769,15.483,14.873,14.924,1999-10-19
13.878915,84.998993,16.381,15.773,17.163,1999-10-19
13.901133,84.978577,14.477,13.938,13.827,1999-10-19
13.935618,84.964073,15.706,15.331,15.209,1999-10-19
13.972762,84.974983,15.928,15.321,15.210,1999-10-19
13.967591,84.950935,15.999,15.653,15.221,1999-10-19
14.033069,84.992264,16.407,16.067,15.861,1999-10-19
14.093990,84.999519,11.427,11.122,11.059,1999-10-19
14.098739,84.959801,14.650,13.994,13.849,1999-10-19
14.136784,84.996681,14.874,14.331,14.266,1999-10-19
14.137579,84.977959,10.284,9.780,9.705,1999-10-19
14.153509,84.948242,15.341,15.043,14.980,1999-10-19
14.302913,84.993195,16.701,15.471,15.869,1999-10-19
14.300434,84.975899,15.090,14.587,14.706,1999-10-19
14.274195,84.988731,15.256,14.737,14.550,1999-10-19
14.421693,84.987244,17.106,16.118,15.607,1999-10-19
14.432191,84.975822,16.155,15.528,15.567,1999-10-19
14.478567,84.969971,16.739,16.145,15.558,1999-10-19
14.509405,84.947487,15.595,15.272,15.199,1999-10-19
14.568975,84.967766,16.897,16.052,16.157,1999-10-19
14.593720,84.968338,16.168,15.749,15.435,1999-10-19
14.568175,84.973808,13.702,13.335,13.194,1999-10-19
14.664722,84.988983,16.982,15.907,15.866,1999-10-19
14.712699,84.969437,13.972,13.557,13.548,1999-10-19
14.708209,84.963364,16.717,16.442,15.448,1999-10-19
14.807644,84.985649,15.441,14.757,14.539,1999-10-19
14.752561,84.946655,13.899,13.517,13.390,1999-10-19
14.770644,84.993820,14.038,13.686,13.607,1999-10-19
14.811278,84.983658,14.209,13.594,13.390,1999-10-19
14.800527,84.974426,11.607,11.058,10.947,1999-10-19
14.843051,84.988228,16.518,15.894,15.611,1999-10-19
14.992844,84.998947,16.335,15.651,15.486,1999-10-19
10.011967,85.047699,16.549,15.609,15.785,1999-10-19
10.043813,85.000923,16.549,16.083,15.578,1999-10-19
10.106131,85.012550,15.180,14.538,14.399,1999-10-19
10.090981,85.019325,16.655,15.641,15.661,1999-10-19
10.190902,85.049683,16.964,16.161,15.875,1999-10-19
10.191593,85.061462,15.971,15.347,15.337,1999-10-19
10.365143,85.001831,16.084,15.875,15.487,1999-10-19
10.346742,85.000320,14.424,14.098,14.219,1999-10-19
10.332527,85.024147,11.537,11.019,10.837,1999-10-19
10.328667,85.016479,16.717,15.688,15.379,1999-10-19
10.376376,85.043526,16.309,15.962,15.397,1999-10-19
