RAJ2000,DEJ2000,Jmag,Hmag,Kmag,Date
14.718070,85.200241,16.781,16.219,17.123,1999-10-19
14.799654,85.191902,12.627,12.349,12.290,1999-10-19
14.765822,85.226639,14.076,13.781,13.721,1999-10-19
14.810195,85.241501,14.612,14.260,14.177,1999-10-19
14.862600,85.215332,15.290,14.897,14.886,1999-10-19
14.842101,85.237831,15.043,14.675,14.647,1999-10-19
14.818733,85.243431,16.381,15.614,15.702,1999-10-19
14.910676,85.208290,15.140,14.701,14.696,1999-10-19
14.884439,85.216034,14.343,13.694,13.522,1999-10-19
10.014610,85.257179,16.483,15.701,15.690,1999-10-19
10.117753,85.285538,14.779,14.223,14.375,1999-10-19
10.114848,85.286514,16.417,14.709,14.721,1999-10-19
10.109568,85.301674,16.124,15.325,15.264,1999-10-19
10.112968,85.268501,15.266,14.858,14.828,1999-10-19
10.076848,85.267441,16.353,15.416,15.559,1999-10-19
10.132910,85.269234,16.476,16.088,15.455,1999-10-19
10.157282,85.253830,16.215,15.443,15.297,1999-10-19
10.170625,85.276421,16.711,15.803,15.867,1999-10-19
10.169287,85.288887,13.897,13.523,13.444,1999-10-19
10.232301,85.272041,16.147,15.562,15.378,1999-10-19
10.278204,85.294823,15.225,14.580,14.623,1999-10-19
10.370766,85.267647,15.055,14.696,14.366,1999-10-19
10.362362,85.280930,15.301,14.567,14.519,1999-10-19
10.326352,85.261711,15.060,14.417,14.290,1999-10-19
10.372666,85.272476,15.278,14.858,14.973,1999-10-19
10.366018,85.277115,16.613,16.058,15.640,1999-10-19
10.405180,85.267143,15.803,15.152,15.301,1999-10-19
10.379343,85.266479,15.095,14.423,14.280,1999-10-19
10.415341,85.298317,13.297,12.932,13.278,1999-10-19
10.386124,85.311378,15.868,15.262,15.103,1999-10-19
10.477429,85.267120,16.218,15.521,15.185,1999-10-19
10.461291,85.262962,14.793,14.500,14.353,1999-10-19
10.445383,85.294456,16.638,15.857,16.041,1999-10-19
10.457022,85.252182,16.453,15.569,15.676,1999-10-19
10.454707,85.304375,16.108,15.335,15.306,1999-10-19
10.527729,85.279755,13.064,12.815,12.778,1999-10-19
10.503987,85.273598,12.524,12.010,11.876,1999-10-19
10.607104,85.272758,10.921,10.332,10.220,1999-10-19
10.586457,85.260925,12.316,12.041,12.001,1999-10-19
10.622946,85.297050,14.134,13.686,13.672,1999-10-19
10.604420,85.293655,14.500,14.233,14.136,1999-10-19
10.668715,85.280411,13.539,13.000,12.884,1999-10-19
10.649356,85.253708,16.346,15.782,16.375,1999-10-19
10.626808,85.310799,14.550,14.226,14.147,1999-10-19
10.656856,85.269394,15.849,15.267,15.656,1999-10-19
10.686697,85.257690,16.896,16.204,15.392,1999-10-19
10.748798,85.276871,15.139,14.933,14.938,1999-10-19
10.707360,85.298378,15.427,14.933,14.844,1999-10-19
10.729906,85.270493,15.423,14.571,14.417,1999-10-19
10.747411,85.257271,15.855,15.354,15.234,1999-10-19
10.802611,85.267433,15.480,14.945,14.687,1999-10-19
10.824158,85.290306,13.555,13.155,13.061,1999-10-19
10.866024,85.285294,16.484,15.658,15.763,1999-10-19
10.836450,85.283142,16.836,16.376,15.610,1999-10-19
10.921167,85.309906,15.247,14.868,14.795,1999-10-19
10.905270,85.305733,16.536,15.979,15.645,1999-10-19
10.882323,85.299393,13.590,13.227,13.189,1999-10-19
10.983429,85.302048,14.128,13.772,13.680,1999-10-19
10.970455,85.309769,13.628,13.256,13.193,1999-10-19
10.954408,85.259964,15.558,15.091,15.322,1999-10-19
10.963740,85.291710,15.727,15.251,14.868,1999-10-19
11.058988,85.276108,15.579,14.947,14.981,1999-10-19
11.009334,85.259537,16.532,16.048,15.238,1999-10-19
11.017620,85.257332,15.856,15.465,15.568,1999-10-19
11.053984,85.274338,14.550,14.227,14.222,1999-10-19
11.096854,85.289108,14.178,13.857,13.754,1999-10-19
11.075505,85.267349,12.180,11.829,11.798,1999-10-19
11.090222,85.305374,13.792,13.477,13.359,1999-10-19
11.072268,85.270744,16.874,15.712,15.473,1999-10-19
11.122750,85.252609,12.202,11.653,11.520,1999-10-19
11.105318,85.305618,15.615,15.483,15.267,1999-10-19
11.070313,85.288857,14.529,14.301,14.233,1999-10-19
11.169087,85.255882,13.545,13.172,13.116,1999-10-19
11.180887,85.278122,15.977,15.328,15.464,1999-10-19
11.167354,85.307816,16.344,15.758,15.385,1999-10-19
11.138829,85.300903,15.190,14.922,14.666,1999-10-19
11.137225,85.307045,13.356,12.826,12.599,1999-10-19
11.217495,85.265091,14.384,14.093,13.910,1999-10-19
11.216050,85.299294,15.390,14.918,14.842,1999-10-19
11.242102,85.277908,14.146,13.841,13.805,1999-10-19
11.191299,85.256699,13.813,13.542,13.393,1999-10-19
11.274639,85.301895,15.586,14.907,14.641,1999-10-19
11.250367,85.265388,13.675,13.334,13.294,1999-10-19
11.298964,85.282486,14.965,14.533,14.520,1999-10-19
11.327846,85.310257,15.049,14.528,14.520,1999-10-19
11.367778,85.284691,15.733,15.160,15.044,1999-10-19
11.372382,85.253166,14.826,14.144,13.938,1999-10-19
11.318931,85.283501,14.927,14.533,14.338,1999-10-19
11.330379,85.258057,12.909,12.685,12.601,1999-10-19
11.325087,85.265358,16.404,15.901,15.674,1999-10-19
11.326199,85.253632,15.079,14.826,14.443,1999-10-19
11.329695,85.256546,15.313,15.019,14.887,1999-10-19
11.399675,85.295357,13.907,13.583,13.547,1999-10-19
11.433506,85.310326,13.737,13.467,13.410,1999-10-19
11.380117,85.288170,14.015,13.718,13.634,1999-10-19
11.385512,85.293922,13.660,13.317,13.235,1999-10-19
11.390571,85.297684,16.338,15.550,15.391,1999-10-19
11.424654,85.259804,15.579,15.055,14.936,1999-10-19
11.396863,85.284485,13.732,13.357,13.315,1999-10-19
11.404060,85.252342,11.709,11.149,11.024,1999-10-19
11.420832,85.254341,16.198,15.670,15.199,1999-10-19
11.399055,85.289688,15.378,15.144,15.028,1999-10-19
11.485239,85.254982,16.153,15.365,15.580,1999-10-19
11.486462,85.291565,13.164,12.921,12.891,1999-10-19
11.479486,85.250809,15.547,15.041,15.257,1999-10-19
11.482247,85.258980,13.673,13.286,13.203,1999-10-19
11.440670,85.303452,15.147,14.759,14.899,1999-10-19
11.463313,85.302284,10.208,9.549,9.429,1999-10-19
11.536510,85.287910,15.075,14.700,14.653,1999-10-19
11.527493,85.275742,14.900,14.449,14.427,1999-10-19
11.511306,85.259911,16.171,15.394,15.743,1999-10-19
11.513896,85.282387,13.814,13.564,13.455,1999-10-19
11.557145,85.302986,15.393,14.586,14.453,1999-10-19
11.505951,85.304924,13.796,13.499,13.405,1999-10-19
11.554143,85.302773,14.910,15.131,14.725,1999-10-19
11.531496,85.311935,15.990,15.827,15.458,1999-10-19
11.581271,85.256531,14.437,14.068,14.047,1999-10-19
11.620527,85.270340,14.080,13.679,13.632,1999-10-19
11.596153,85.287048,13.857,13.661,13.554,1999-10-19
11.570554,85.291618,15.409,15.030,15.132,1999-10-19
11.618914,85.266106,14.891,14.539,14.515,1999-10-19
11.686284,85.282440,13.983,13.742,13.567,1999-10-19
11.660667,85.272469,13.965,13.670,13.586,1999-10-19
11.667234,85.276260,15.300,14.918,14.718,1999-10-19
11.684019,85.286446,15.989,15.601,15.333,1999-10-19
11.679996,85.268242,13.986,13.695,13.638,1999-10-19
11.672492,85.263725,16.449,15.905,15.812,1999-10-19
11.648948,85.288452,15.634,15.207,14.843,1999-10-19
11.675285,85.303894,15.499,15.128,14.901,1999-10-19
11.672316,85.254417,16.501,15.529,15.511,1999-10-19
11.692764,85.277046,14.613,14.143,14.014,1999-10-19
11.721192,85.276566,16.148,15.684,15.500,1999-10-19
11.708351,85.285126,13.384,12.934,12.842,1999-10-19
11.720471,85.295517,14.499,14.099,14.168,1999-10-19
11.726202,85.292152,15.840,15.211,15.425,1999-10-19
11.724702,85.278900,15.865,15.303,15.216,1999-10-19
11.733244,85.268028,15.612,15.182,14.986,1999-10-19
11.725052,85.304886,15.180,14.630,14.427,1999-10-19
11.732416,85.263550,15.302,14.929,14.847,1999-10-19
11.709568,85.261459,14.580,14.192,14.172,1999-10-19
11.753077,85.278221,14.598,14.339,14.174,1999-10-19
11.783090,85.283394,15.353,14.772,14.555,1999-10-19
11.811449,85.303719,15.656,15.118,15.218,1999-10-19
11.766054,85.257668,12.663,12.195,12.110,1999-10-19
11.777350,85.262817,15.291,14.868,14.729,1999-10-19
11.787221,85.295761,15.858,15.296,15.210,1999-10-19
11.767941,85.250404,15.082,14.607,14.538,1999-10-19
11.805901,85.277748,13.349,13.157,13.051,1999-10-19
11.799864,85.264931,16.188,15.578,15.420,1999-10-19
11.808792,85.274094,15.603,15.126,15.033,1999-10-19
11.768844,85.275955,13.350,13.049,12.967,1999-10-19
11.811430,85.263962,13.702,13.406,13.275,1999-10-19
11.831674,85.293304,13.684,13.360,13.214,1999-10-19
11.872561,85.312057,15.499,15.030,15.012,1999-10-19
11.834465,85.259285,14.209,13.911,13.837,1999-10-19
11.858983,85.282104,14.999,14.619,14.415,1999-10-19
11.818420,85.259819,14.524,14.212,14.111,1999-10-19
11.852485,85.296066,14.683,14.286,14.426,1999-10-19
11.824775,85.253426,13.865,13.553,13.533,1999-10-19
11.907327,85.269623,15.621,14.970,14.828,1999-10-19
11.907925,85.253815,13.495,13.161,13.111,1999-10-19
11.925785,85.255257,18.246,15.402,16.937,1999-10-19
11.922535,85.294762,15.227,15.139,14.778,1999-10-19
11.933011,85.258774,14.265,13.976,13.849,1999-10-19
11.892162,85.261093,15.652,15.188,15.235,1999-10-19
11.903624,85.276222,13.706,13.331,13.280,1999-10-19
11.888029,85.298904,15.870,15.028,15.177,1999-10-19
11.877102,85.254166,14.453,14.117,14.025,1999-10-19
11.935871,85.260292,15.322,15.016,14.890,1999-10-19
11.893621,85.264030,14.260,13.960,13.843,1999-10-19
11.889142,85.273384,15.373,14.822,14.690,1999-10-19
11.960625,85.261902,13.931,13.656,13.517,1999-10-19
11.965804,85.273766,14.756,14.464,14.363,1999-10-19
11.964919,85.252510,13.060,12.861,12.866,1999-10-19
11.971949,85.250557,13.584,13.165,13.135,1999-10-19
11.959641,85.274788,16.015,15.397,14.656,1999-10-19
11.980824,85.301346,15.773,15.241,14.857,1999-10-19
12.054735,85.256264,16.662,16.070,16.962,1999-10-19
12.045700,85.284225,16.045,15.537,15.146,1999-10-19
12.068701,85.279472,13.951,13.592,13.426,1999-10-19
12.092541,85.297928,14.707,14.314,14.225,1999-10-19
12.097998,85.254395,14.108,13.719,13.558,1999-10-19
12.093747,85.265213,14.442,13.836,13.834,1999-10-19
12.077593,85.292534,15.204,14.782,14.684,1999-10-19
12.074666,85.278091,14.998,14.566,14.470,1999-10-19
12.081261,85.311394,13.528,13.198,13.085,1999-10-19
12.184110,85.310493,15.291,14.764,14.673,1999-10-19
12.147034,85.254715,15.170,14.733,14.925,1999-10-19
12.128387,85.260750,13.654,13.240,13.198,1999-10-19
12.186498,85.295166,14.302,14.035,13.931,1999-10-19
12.220338,85.262108,15.868,15.173,15.101,1999-10-19
12.190001,85.269768,14.812,14.376,14.441,1999-10-19
12.193740,85.290901,13.280,13.075,12.991,1999-10-19
12.244226,85.266434,14.974,14.602,14.485,1999-10-19
12.229230,85.286842,15.300,14.863,15.065,1999-10-19
12.296940,85.253296,15.230,14.994,14.771,1999-10-19
12.310765,85.253960,15.602,14.998,14.647,1999-10-19
12.272256,85.292229,16.739,16.598,16.966,1999-10-19
12.293726,85.282486,15.375,15.188,15.006,1999-10-19
12.292328,85.260620,16.031,15.420,15.383,1999-10-19
12.273139,85.270584,13.927,13.604,13.539,1999-10-19
12.264175,85.256981,12.477,12.315,12.252,1999-10-19
12.252639,85.273544,13.819,13.508,13.408,1999-10-19
12.353551,85.309525,16.630,15.774,14.901,1999-10-19
12.335037,85.310799,11.149,10.821,10.757,1999-10-19
12.326587,85.281258,15.091,14.784,14.782,1999-10-19
12.350907,85.269264,15.846,15.258,15.223,1999-10-19
12.351242,85.264717,12.878,12.278,12.114,1999-10-19
12.340406,85.274780,15.899,15.562,15.511,1999-10-19
12.348311,85.287483,14.652,14.409,14.222,1999-10-19
12.322516,85.285149,13.630,13.264,13.247,1999-10-19
12.320424,85.266342,16.157,15.486,15.359,1999-10-19
12.387589,85.254623,12.538,12.084,11.976,1999-10-19
12.386231,85.257462,16.344,15.765,15.545,1999-10-19
12.404804,85.256348,15.284,14.893,14.824,1999-10-19
12.412023,85.251625,14.815,14.370,14.263,1999-10-19
12.419418,85.271675,14.341,13.999,13.892,1999-10-19
12.404300,85.277443,13.812,13.450,13.341,1999-10-19
12.472720,85.294975,13.622,13.296,13.235,1999-10-19
12.557658,85.259567,15.293,14.868,14.863,1999-10-19
12.558782,85.291573,16.526,15.320,15.325,1999-10-19
12.560044,85.274162,15.770,15.303,15.275,1999-10-19
12.571030,85.259933,16.767,15.820,15.419,1999-10-19
12.576516,85.268974,14.856,14.559,14.392,1999-10-19
12.600924,85.294449,16.189,15.605,15.214,1999-10-19
12.615347,85.252350,14.123,13.715,13.616,1999-10-19
12.683780,85.252769,15.432,14.880,14.703,1999-10-19
12.683787,85.295227,10.271,9.780,9.701,1999-10-19
12.641603,85.269516,14.896,14.507,14.502,1999-10-19
12.693107,85.276024,14.529,14.207,14.266,1999-10-19
12.703512,85.304253,13.590,13.240,13.295,1999-10-19
12.741135,85.262154,16.363,15.962,15.733,1999-10-19
12.716454,85.270744,16.069,14.183,14.134,1999-10-19
12.735502,85.292953,12.124,11.877,11.755,1999-10-19
12.708301,85.269897,14.130,13.654,13.610,1999-10-19
12.785902,85.278084,14.909,14.435,14.313,1999-10-19
12.769845,85.274467,15.877,15.315,15.289,1999-10-19
12.768941,85.251671,14.701,14.319,14.242,1999-10-19
12.774713,85.288666,15.254,14.537,14.403,1999-10-19
12.780284,85.287231,13.094,12.565,12.297,1999-10-19
12.784484,85.270676,16.124,15.504,14.893,1999-10-19
12.790608,85.275681,14.032,13.733,13.654,1999-10-19
12.795056,85.255386,15.680,15.188,15.195,1999-10-19
12.819571,85.306465,15.141,14.746,14.704,1999-10-19
12.851397,85.276787,16.567,15.800,16.997,1999-10-19
12.851045,85.300926,11.439,10.901,10.777,1999-10-19
12.827528,85.295692,13.428,13.040,12.891,1999-10-19
12.917936,85.271637,16.688,16.449,16.067,1999-10-19
12.910285,85.265320,14.847,14.577,14.346,1999-10-19
12.997837,85.264267,13.977,13.681,13.560,1999-10-19
12.952909,85.277878,15.994,15.371,15.468,1999-10-19
12.980203,85.271988,10.920,10.452,10.382,1999-10-19
12.943972,85.259666,16.796,15.881,15.349,1999-10-19
13.036412,85.288612,12.408,11.757,11.616,1999-10-19
13.008164,85.305672,16.320,15.566,15.334,1999-10-19
13.007845,85.294189,14.698,14.369,14.354,1999-10-19
13.006725,85.259865,13.570,13.226,13.122,1999-10-19
13.059082,85.286613,11.347,10.844,10.759,1999-10-19
13.107996,85.257751,12.410,12.216,12.153,1999-10-19
13.077333,85.308502,15.107,14.647,14.822,1999-10-19
13.133694,85.277054,15.394,14.777,14.558,1999-10-19
13.139024,85.265076,16.263,15.732,16.138,1999-10-19
13.150814,85.278145,15.918,15.352,15.331,1999-10-19
13.167647,85.293381,16.067,15.451,15.410,1999-10-19
13.234258,85.300934,16.538,16.292,15.214,1999-10-19
13.232954,85.272926,15.056,14.750,14.629,1999-10-19
13.223557,85.283569,14.617,14.290,14.175,1999-10-19
13.329219,85.303703,14.931,14.657,14.614,1999-10-19
13.360029,85.298622,15.063,14.580,14.457,1999-10-19
13.350847,85.293213,16.498,15.685,15.324,1999-10-19
13.313840,85.311852,16.142,15.838,15.596,1999-10-19
13.327347,85.298134,15.877,15.432,15.180,1999-10-19
13.325266,85.259773,14.915,14.635,14.573,1999-10-19
13.322818,85.261658,15.896,15.449,15.593,1999-10-19
13.389442,85.264091,15.805,15.239,13.840,1999-10-19
13.401046,85.264694,13.714,13.387,13.360,1999-10-19
13.407507,85.280815,15.310,14.878,14.853,1999-10-19
13.463121,85.290276,13.426,12.978,12.949,1999-10-19
13.478845,85.290123,14.285,13.963,13.867,1999-10-19
13.437854,85.282066,15.658,14.956,14.696,1999-10-19
13.452769,85.261650,15.221,14.595,14.519,1999-10-19
13.548448,85.299530,14.611,14.205,14.165,1999-10-19
13.525156,85.296867,16.595,15.665,15.301,1999-10-19
13.525387,85.293098,16.061,15.533,15.348,1999-10-19
13.548027,85.256439,10.388,9.798,9.696,1999-10-19
13.549759,85.291733,16.593,15.736,15.877,1999-10-19
13.575655,85.281349,16.041,15.346,15.065,1999-10-19
13.574557,85.304771,13.454,13.129,13.033,1999-10-19
13.596607,85.288696,13.446,12.923,12.842,1999-10-19
13.611257,85.280769,15.292,14.744,14.472,1999-10-19
13.646485,85.285797,15.043,14.636,14.655,1999-10-19
13.728830,85.266960,13.813,13.516,13.435,1999-10-19
13.722199,85.272202,16.757,15.563,15.899,1999-10-19
13.710027,85.261391,14.780,14.524,14.260,1999-10-19
13.779065,85.271759,15.492,15.068,15.157,1999-10-19
13.806378,85.251678,16.735,16.354,15.786,1999-10-19
13.767615,85.308571,14.692,14.337,14.267,1999-10-19
13.853453,85.267883,16.761,16.883,15.274,1999-10-19
13.825746,85.293686,14.224,13.894,13.810,1999-10-19
13.816115,85.307060,15.762,15.515,15.320,1999-10-19
13.837968,85.259483,16.264,15.872,15.416,1999-10-19
13.867167,85.307640,14.633,14.305,14.261,1999-10-19
13.896083,85.287849,15.149,14.891,14.892,1999-10-19
13.936634,85.301964,16.709,16.079,14.963,1999-10-19
13.915723,85.280052,12.973,12.651,12.598,1999-10-19
13.916057,85.283066,14.480,14.105,14.108,1999-10-19
13.971206,85.272591,16.537,16.144,15.700,1999-10-19
14.041331,85.305183,14.245,13.923,13.834,1999-10-19
14.052714,85.250977,15.031,14.730,14.763,1999-10-19
14.097252,85.302048,7.055,6.634,6.491,1999-10-19
14.102352,85.264435,14.704,14.304,14.442,1999-10-19
14.075881,85.274902,15.060,15.023,14.272,1999-10-19
14.071735,85.274841,15.234,14.429,14.760,1999-10-19
14.125309,85.277985,16.012,15.515,15.415,1999-10-19
14.217097,85.290741,16.315,15.702,15.923,1999-10-19
14.232576,85.279739,16.320,16.326,15.552,1999-10-19
14.269774,85.306168,14.243,13.942,13.970,1999-10-19
14.308467,85.308144,16.489,15.732,15.557,1999-10-19
14.338183,85.279068,13.883,13.315,13.071,1999-10-19
14.369155,85.284821,14.712,14.334,14.286,1999-10-19
14.430107,85.278740,15.091,14.818,14.530,1999-10-19
14.447344,85.307755,16.302,15.684,15.688,1999-10-19
14.450799,85.306038,15.832,15.422,15.324,1999-10-19
14.461441,85.283241,14.595,13.992,13.717,1999-10-19
14.569298,85.300468,12.756,12.533,12.448,1999-10-19
14.665220,85.288094,15.215,14.809,14.669,1999-10-19
14.737133,85.281960,12.820,12.555,12.523,1999-10-19
14.704300,85.295082,16.153,15.631,15.374,1999-10-19
14.798555,85.275681,16.621,16.241,16.989,1999-10-19
14.834643,85.282486,12.988,12.791,12.741,1999-10-19
14.929232,85.297302,12.632,12.205,12.202,1999-10-19
14.938644,85.264786,16.390,15.784,15.891,1999-10-19
10.037879,85.374046,16.218,15.781,15.739,1999-10-19
10.034014,85.324890,16.638,15.749,15.541,1999-10-19
10.036727,85.366142,12.672,12.107,12.045,1999-10-19
10.077778,85.363823,15.860,15.347,15.526,1999-10-19
10.099550,85.332489,16.279,15.771,15.023,1999-10-19
10.145521,85.322365,14.865,14.451,14.292,1999-10-19
10.136506,85.314514,16.509,16.027,15.545,1999-10-19
10.143933,85.365944,15.287,14.746,14.836,1999-10-19
10.145905,85.339081,16.175,15.545,15.547,1999-10-19
10.166708,85.315575,15.403,14.922,14.708,1999-10-19
10.244697,85.367958,14.312,13.820,13.709,1999-10-19
10.305615,85.350533,16.260,15.881,15.573,1999-10-19
10.270042,85.372971,14.875,14.473,14.445,1999-10-19
10.287237,85.353020,16.179,15.588,15.303,1999-10-19
10.297369,85.317558,16.630,15.782,16.605,1999-10-19
10.284813,85.312798,16.230,15.743,15.649,1999-10-19
10.286028,85.314583,17.218,15.681,16.656,1999-10-19
10.353490,85.340965,16.074,15.667,15.402,1999-10-19
10.326104,85.315529,16.549,15.900,15.703,1999-10-19
10.360084,85.353188,15.452,15.108,14.898,1999-10-19
10.334528,85.370049,16.621,15.884,15.652,1999-10-19
10.329220,85.320183,14.735,14.183,14.056,1999-10-19
10.351330,85.313301,13.668,13.288,13.231,1999-10-19
10.367170,85.316223,15.886,15.668,15.343,1999-10-19
10.432708,85.360626,15.087,14.580,14.329,1999-10-19
10.398629,85.351334,14.521,14.194,14.235,1999-10-19
10.447936,85.324455,16.072,15.686,15.592,1999-10-19
10.447144,85.344337,14.869,14.356,14.220,1999-10-19
10.459287,85.320625,14.582,14.317,14.211,1999-10-19
10.513466,85.347008,7.064,6.387,6.130,1999-10-19
10.526086,85.321487,16.617,15.826,15.803,1999-10-19
10.530318,85.333405,15.933,15.508,15.539,1999-10-19
10.616015,85.354233,16.565,16.219,15.491,1999-10-19
10.596516,85.342667,12.072,11.526,11.496,1999-10-19
10.681845,85.368561,16.788,16.126,15.541,1999-10-19
10.678760,85.374229,15.575,15.272,15.412,1999-10-19
10.725608,85.340218,15.009,14.729,14.627,1999-10-19
10.736083,85.328445,16.543,16.080,15.678,1999-10-19
10.744562,85.318565,14.549,14.292,14.174,1999-10-19
10.849840,85.342384,14.031,13.672,13.631,1999-10-19
10.874889,85.330788,11.645,11.352,11.336,1999-10-19
10.842107,85.373276,15.209,14.733,14.865,1999-10-19
10.889271,85.340813,15.130,14.870,14.676,1999-10-19
10.915453,85.331093,16.658,16.084,16.757,1999-10-19
10.930684,85.319069,15.929,15.341,15.142,1999-10-19
10.948801,85.328331,15.902,15.630,15.757,1999-10-19
10.955492,85.372940,11.100,10.773,10.705,1999-10-19
10.966871,85.355247,15.747,15.015,15.159,1999-10-19
11.037232,85.362198,16.639,16.297,15.875,1999-10-19
11.016544,85.314781,16.439,15.737,15.598,1999-10-19
11.006141,85.332298,14.693,14.441,14.334,1999-10-19
11.024747,85.348793,15.913,15.341,15.101,1999-10-19
11.124696,85.348511,14.524,14.106,13.985,1999-10-19
11.075912,85.313942,16.405,15.962,15.954,1999-10-19
11.103806,85.344002,14.475,14.144,14.060,1999-10-19
11.099230,85.328300,13.822,13.636,13.525,1999-10-19
11.077961,85.318413,16.639,15.969,15.581,1999-10-19
11.186572,85.314972,13.966,13.613,13.576,1999-10-19
11.183833,85.332527,16.017,15.400,15.294,1999-10-19
11.151436,85.352730,13.644,13.260,13.200,1999-10-19
11.134393,85.343704,16.620,16.095,15.766,1999-10-19
11.199261,85.340904,15.884,15.120,15.273,1999-10-19
11.273980,85.327003,16.008,15.235,15.582,1999-10-19
11.346093,85.330910,16.239,15.935,15.519,1999-10-19
11.322332,85.318527,16.074,15.508,15.402,1999-10-19
11.326757,85.345734,14.777,14.528,14.351,1999-10-19
11.326634,85.322159,12.863,12.665,12.584,1999-10-19
11.315859,85.369125,14.904,14.522,14.676,1999-10-19
11.376389,85.373138,14.447,14.111,14.083,1999-10-19
11.415799,85.369255,15.572,15.102,14.984,1999-10-19
11.416944,85.336525,16.540,15.826,15.825,1999-10-19
11.474415,85.331993,8.489,7.847,7.702,1999-10-19
11.453289,85.342361,16.347,15.545,15.522,1999-10-19
11.464335,85.357971,13.900,13.597,13.497,1999-10-19
11.561964,85.327988,15.680,15.217,14.776,1999-10-19
11.557609,85.356926,16.002,15.656,15.426,1999-10-19
11.558350,85.336243,13.961,13.627,13.527,1999-10-19
11.516668,85.333900,15.567,15.356,15.679,1999-10-19
11.540014,85.345642,14.850,14.513,14.390,1999-10-19
11.538759,85.315353,16.382,16.024,15.840,1999-10-19
11.507594,85.326927,14.570,14.225,14.085,1999-10-19
11.621849,85.334869,16.712,15.443,15.658,1999-10-19
11.620628,85.356720,16.199,15.610,15.846,1999-10-19
11.606392,85.356659,15.702,15.187,14.890,1999-10-19
11.618993,85.317474,16.712,15.883,15.462,1999-10-19
11.582542,85.335724,10.385,9.816,9.674,1999-10-19
11.581147,85.327309,12.881,12.410,12.266,1999-10-19
11.672953,85.370720,13.958,13.364,13.223,1999-10-19
11.656274,85.358627,15.274,15.023,15.141,1999-10-19
11.646790,85.325569,14.382,14.107,14.013,1999-10-19
11.641558,85.320770,16.724,15.718,16.881,1999-10-19
11.630529,85.333168,16.501,16.055,15.202,1999-10-19
11.724920,85.362091,15.242,14.776,14.523,1999-10-19
11.719693,85.337395,15.827,15.674,15.246,1999-10-19
11.703742,85.316353,15.946,15.528,15.118,1999-10-19
11.695133,85.373894,13.440,13.083,13.049,1999-10-19
11.694700,85.350769,13.769,13.468,13.382,1999-10-19
11.689189,85.333771,15.805,15.467,15.183,1999-10-19
11.775278,85.356941,16.290,15.386,15.422,1999-10-19
11.798404,85.348267,11.106,10.764,10.709,1999-10-19
11.799330,85.345688,16.572,15.634,15.574,1999-10-19
11.826994,85.329346,10.908,10.289,10.187,1999-10-19
11.817841,85.363884,15.878,15.298,15.361,1999-10-19
11.846397,85.331795,14.957,14.433,14.051,1999-10-19
11.867674,85.328033,14.360,13.965,13.978,1999-10-19
11.851845,85.330467,13.526,13.162,13.096,1999-10-19
11.858148,85.316971,16.363,15.788,15.097,1999-10-19
11.922701,85.355629,14.363,14.172,14.165,1999-10-19
11.925376,85.359444,16.532,15.674,15.406,1999-10-19
11.918105,85.333519,15.385,14.978,14.765,1999-10-19
11.916567,85.316818,15.830,15.511,15.195,1999-10-19
11.878101,85.359131,14.001,13.702,13.592,1999-10-19
11.967722,85.318932,16.428,16.084,15.661,1999-10-19
12.041790,85.321716,15.346,14.835,14.606,1999-10-19
12.059171,85.318542,15.673,15.186,14.968,1999-10-19
12.021048,85.361870,14.482,13.850,13.759,1999-10-19
12.008716,85.323479,15.147,14.758,14.623,1999-10-19
12.004166,85.360992,15.088,14.743,14.473,1999-10-19
12.115217,85.334290,15.232,14.715,14.598,1999-10-19
12.121807,85.342392,12.085,11.820,11.812,1999-10-19
12.178159,85.325829,16.272,15.911,15.624,1999-10-19
12.152270,85.334961,15.954,15.328,15.022,1999-10-19
12.148626,85.355194,13.960,13.686,13.526,1999-10-19
12.188432,85.352295,16.272,15.496,15.082,1999-10-19
12.205184,85.323166,16.640,15.937,15.830,1999-10-19
12.223595,85.331436,14.509,14.196,14.166,1999-10-19
12.240174,85.366249,14.632,14.228,14.151,1999-10-19
12.299075,85.334000,14.832,14.570,14.417,1999-10-19
12.289380,85.372086,16.674,15.847,15.874,1999-10-19
12.257151,85.348190,16.458,15.882,15.576,1999-10-19
12.277453,85.343117,16.243,15.639,15.325,1999-10-19
12.254593,85.365997,16.045,14.804,14.509,1999-10-19
12.342743,85.326324,15.313,14.967,14.957,1999-10-19
12.312534,85.321365,16.193,15.661,15.512,1999-10-19
12.340828,85.342659,14.067,13.710,13.635,1999-10-19
12.313321,85.347816,15.080,14.664,14.836,1999-10-19
12.396780,85.334457,16.091,15.517,15.220,1999-10-19
12.431273,85.322266,15.333,14.813,14.693,1999-10-19
12.436568,85.365219,15.183,14.939,14.825,1999-10-19
12.375192,85.342117,16.791,15.760,15.442,1999-10-19
12.493156,85.357941,16.328,15.885,15.574,1999-10-19
12.486748,85.347458,14.419,14.069,13.939,1999-10-19
12.484481,85.319870,12.041,11.789,11.725,1999-10-19
12.445323,85.342102,13.605,13.252,13.171,1999-10-19
12.516538,85.318588,16.333,15.291,15.214,1999-10-19
12.535682,85.370163,16.124,15.835,15.583,1999-10-19
12.511782,85.356369,14.165,13.764,13.741,1999-10-19
12.500479,85.323723,12.746,12.365,12.235,1999-10-19
12.500009,85.328583,16.525,16.061,17.027,1999-10-19
